车名	评分	购买地点	购买时间	购买价格	油耗+里程	序号	列1	空间	动力	操控	油耗	舒适性	外观	内饰	性价比	购车目的	Attributes	Sentences	Label
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	多媒体	"['中控小屏幕能够显示车辆', '内置usb口子', '大屏幕']"	positive
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	行驶	['比如说胎压啊速度啊']	neutral
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	车身空间	"['空间很大我老婆说躺着都没关系后面空间也很充足尤其是地板没有凸起,很好用全景天窗很有面子,坐我车的人都说天窗好大啊,中央手扶箱很大', '全车储存空间也很多起步', '前后空间都很充足']"	positive
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	传动	"['变速箱没', '变速箱影响']"	negative
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	灯具	['还有大灯']	positive
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	外观设计	"['线条下压', '款车型', '外观很霸气,前脸大气,全车镀铬亮条很好看,个人觉得全系应该标配行李架和鲨鱼鳍,毕竟是SUV车型,这些事标志啊。']"	positive
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	配气系统	"['但后程涡轮介入后加速性能还是很好的,在高架和高速上加速很好,速度很快就能上去。']"	positive
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	转向	"['方向盘很轻,不夸张的说,两个手指甚至一个手指都能拨动放线盘']"	neutral
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	悬挂	"['但避震', '震动感很轻', '震动感']"	neutral
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	舒适性	"['相反噪音感远大于震动感', '静音真的做的很好,主动降噪真的很棒,我跑一下高速没开太快跑到120不到,真的很安静,只有不大的风噪声,我爸说以前的车开到高速讲话要吵架一样,在这车上只要平时的音调就行了。']"	positive
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	燃油系统	"['一般来说我的油耗在7到8之间', '但是对于油耗真的不是大']"	negative
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	油耗量	['5自然吸气的车油耗也要到7不到呢。']	neutral
昂科威                        2016款 20T 两驱领先型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	常州武进	2015/11/1	21.19万元	7.8升/百公里6358公里	8388	4.5	5	4	4	5	5	5	5	5	上下班购物接送小孩自驾游跑长途	保养	"['对于这个价位的中型SUV来说,这款绝对是性价比最高的一款,个人强烈推荐']"	positive
昂科威                        2016款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	许昌	2016/7/1	22.00万元	10.0升/百公里100公里	8235	4.5	5	4	5	4	5	5	5	3	上下班自驾游	内饰	"['内饰内饰内饰', '就是内饰车友好多说', '内饰啊,搭配蓝色氛围灯,好漂亮']"	positive
昂科威                        2016款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	许昌	2016/7/1	22.00万元	10.0升/百公里100公里	8235	4.5	5	4	5	4	5	5	5	3	上下班自驾游	动力性能	"['动力不足', '40以上动力比较足了']"	positive
昂科威                        2016款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	许昌	2016/7/1	22.00万元	10.0升/百公里100公里	8235	4.5	5	4	5	4	5	5	5	3	上下班自驾游	燃油系统	"['超车没压力刚出厂的油耗是19个,吓坏了,跑了一百公里现在10个了。']"	neutral
昂科威                        2016款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	许昌	2016/7/1	22.00万元	10.0升/百公里100公里	8235	4.5	5	4	5	4	5	5	5	3	上下班自驾游	舒适性	"['朋友磨合出来的才8个隔音效果很不错,关窗后很安静,不过不太适合年轻人,个人观点真皮的确很上档次']"	positive
昂科威                        2016款 20T 两驱精英型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	许昌	2016/7/1	22.00万元	10.0升/百公里100公里	8235	4.5	5	4	5	4	5	5	5	3	上下班自驾游	保养	"['手工线缝也很漂亮性价比一般吧,其实同等配置的suv要比三厢车贵十万。', '性价比还行,主要1.']"	positive
昂科威                        2015款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	济南	2015/5/1	25.99万元	8.5升/百公里1050公里	8050	4.25	4	3	5	4	5	4	5	3	自驾游	外观设计	"['外观和', '很高']"	positive
昂科威                        2015款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	济南	2015/5/1	25.99万元	8.5升/百公里1050公里	8050	4.25	4	3	5	4	5	4	5	3	自驾游	燃油系统	"['和油耗', '跑了一千多公里平均油耗是8.', '这车很稳目前跑了一千多公里平均油耗是8.', '吃粗粮油耗低,是我最终选了这款车。']"	neutral
昂科威                        2015款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	济南	2015/5/1	25.99万元	8.5升/百公里1050公里	8050	4.25	4	3	5	4	5	4	5	3	自驾游	舒适性	"['还有就是车内异味大,一个月了,异味还是很大。', '隔音很好']"	neutral
昂科威                        2015款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	济南	2015/5/1	25.99万元	8.5升/百公里1050公里	8050	4.25	4	3	5	4	5	4	5	3	自驾游	传动	"['速度到八十油门随加随到操控很好,低速很轻,告诉略重些,尤其跑高速']"	positive
昂科威                        2015款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	济南	2015/5/1	25.99万元	8.5升/百公里1050公里	8050	4.25	4	3	5	4	5	4	5	3	自驾游	车身空间	['老婆果断的要求我买昂科威个人比较喜欢车头']	positive
昂科威                        2015款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	济南	2015/5/1	25.99万元	8.5升/百公里1050公里	8050	4.25	4	3	5	4	5	4	5	3	自驾游	内饰	"['大气上档次大爱内饰', '大爱']"	positive
昂科威                        2015款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	济南	2015/5/1	25.99万元	8.5升/百公里1050公里	8050	4.25	4	3	5	4	5	4	5	3	自驾游	保养	"['同级别可以说最好了价位稍高些,对于整车的配置来说还算厚道']"	positive
昂科威                        2015款 20T 四驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	济南	2015/5/1	25.99万元	8.5升/百公里1050公里	8050	4.25	4	3	5	4	5	4	5	3	自驾游	车门	['电动尾门很实用安全性是首选']	positive
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	外观设计	"['昂科威外观有气场', '车身线条看着流畅']"	positive
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	内饰	"['内饰非常不错,对这款还挺满意,个人觉得还是正常合理的范围车子是全车的真皮座椅,座椅挺宽大的,比较厚实前脸设计很用用心,又有格调内饰做的很精致,特别高档,看着很豪华,配置十分丰富标志性中网,内饰就是高档,倒车雷达,不管是配置还是内饰', '是不座椅']"	positive
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	舒适性	['感觉新车气味有点大']	negative
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	车身空间	['知道就是空间大']	positive
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	灯具	"['车灯特别漂亮,车灯特别漂亮']"	positive
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	动力性能	"['又有格条气场十足这车的动力非常不错,没有他上不去的坡', '动力很强']"	positive
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	转向	"['车子换挡很平稳的车子的方向盘很平稳,没有虚伪啥的', '拐弯还是有点高']"	positive
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	燃油系统	['哪打哪油耗']	neutral
昂科威                        2019款 28T 四驱豪华型 国VI	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	苏州	2019/2/1	25.00万元	11.0升/百公里100公里	10380	4.75	5	5	5	4	5	5	5	5	上下班约会	保养	['性价比价高']	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	东莞	2017/8/1	21.80万元	7.8升/百公里500公里	9018	4.75	5	4	5	5	5	5	4	5	上下班购物接送小孩自驾游跑长途	舒适性	"['隔音起步共振.', '很满意隔音.']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	东莞	2017/8/1	21.80万元	7.8升/百公里500公里	9018	4.75	5	4	5	5	5	5	4	5	上下班购物接送小孩自驾游跑长途	车身空间	"['要速度就没有了空间足够了.', '车头鹰眼犀利.', '天窗全部换了.']"	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	东莞	2017/8/1	21.80万元	7.8升/百公里500公里	9018	4.75	5	4	5	5	5	5	4	5	上下班购物接送小孩自驾游跑长途	动力性能	"['动力家用足够了加速表现：加速慢丝丝.', '完全不影响马力！']"	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	东莞	2017/8/1	21.80万元	7.8升/百公里500公里	9018	4.75	5	4	5	5	5	5	4	5	上下班购物接送小孩自驾游跑长途	油耗量	['SUV昂科威调教真心好大威很省油.']	positive
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	东莞	2017/8/1	21.80万元	7.8升/百公里500公里	9018	4.75	5	4	5	5	5	5	4	5	上下班购物接送小孩自驾游跑长途	燃油系统	['油耗城区最多10格还是磨合期.']	neutral
昂科威                        2017款 20T 两驱豪华型	"[{""Year"":""全部在售"",""Value"":""昂科威用户评分4.51分（1758人参与）2.0T自动平均油耗8.6L/100km（3人平均值）""},{""Year"":""2022款"",""Value"":""昂科威2022款用户评分4.51分（97人参与）2.0T自动平均油耗8.5L/100km（2人平均值）""},{""Year"":""2021款"",""Value"":""昂科威2021款用户评分4.51分（1661人参与）2.0T自动平均油耗9.0L/100km（1人平均值）""}]"	东莞	2017/8/1	21.80万元	7.8升/百公里500公里	9018	4.75	5	4	5	5	5	5	4	5	上下班购物接送小孩自驾游跑长途	传动	['什么双离合变速箱.']	neutral
